Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Philippine Airlines,2024-01-05,Cebu (CEB),General Santos (GES),CEB-GES,11:00,11:56,0h 56m,0,New Year,5458
Philippine Airlines,2024-08-25,General Santos (GES),Davao (DVO),GES-DVO,09:35,11:50,2h 15m,0,No info,4640
Cebu Pacific,2024-11-02,Kalibo (KLO),Puerto Princesa (PPS),KLO-PPS,20:40,21:52,1h 12m,0,Undas,4025
Philippine Airlines,2024-02-16,General Santos (GES),Bacolod (BCD),GES-BCD,01:40,02:30,0h 50m,0,Valentine's Day,3656
AirAsia Philippines,2024-04-27,Bacolod (BCD),Kalibo (KLO),BCD-KLO,10:50,13:13,2h 23m,0,No info,2752
AirAsia Philippines,2024-09-23,Legazpi (LGP),Davao (DVO),LGP-DVO,11:00,12:00,1h 0m,0,No info,2335
Cebu Pacific,2024-07-16,Tacloban (TAC),Manila (MNL),TAC-MNL,04:50,06:47,1h 57m,0,No info,2906
Philippine Airlines,2024-05-12,Davao (DVO),General Santos (GES),DVO-GES,14:30,15:36,1h 6m,0,No info,4134
Philippine Airlines,2024-09-06,Puerto Princesa (PPS),Cebu (CEB),PPS-CEB,22:45,00:10 +1 day,1h 25m,0,No info,3757
AirAsia Philippines,2024-09-04,Cebu (CEB),Tacloban (TAC),CEB-TAC,13:05,14:58,1h 53m,0,No info,2373
AirAsia Philippines,2024-03-27,Iloilo (ILO),Kalibo (KLO),ILO-KLO,09:50,10:47,0h 57m,0,No info,2726
Cebu Pacific,2024-10-14,Cagayan de Oro (CGY),Zamboanga (ZAM),CGY-DVO-ZAM,01:30,06:18,4h 48m,1,No info,3731
Philippine Airlines,2024-05-21,General Santos (GES),Zamboanga (ZAM),GES-ZAM,06:40,09:03,2h 23m,0,No info,3755
Philippine Airlines,2024-08-28,Iloilo (ILO),Legazpi (LGP),ILO-LGP,18:00,20:11,2h 11m,0,National Heroes Day,5350
Cebu Pacific,2024-05-04,Puerto Princesa (PPS),Kalibo (KLO),PPS-KLO,23:15,01:01 +1 day,1h 46m,0,No info,3094
AirAsia Philippines,2024-04-04,Manila (MNL),Bacolod (BCD),MNL-DVO-BCD,10:00,14:41,4h 41m,1,No info,4398
Philippine Airlines,2024-02-19,Iloilo (ILO),Bacolod (BCD),ILO-DVO-PPS-BCD,13:20,00:10 +1 day,10h 50m,2,No info,6610
Philippine Airlines,2024-04-13,Kalibo (KLO),Iloilo (ILO),KLO-ILO,18:05,19:23,1h 18m,0,No info,4558
Philippine Airlines,2024-01-17,General Santos (GES),Kalibo (KLO),GES-CRK-KLO,00:25,05:11,4h 46m,1,Ati-Atihan Festival,5846
Cebu Pacific,2024-03-08,Zamboanga (ZAM),Davao (DVO),ZAM-DVO,18:55,19:53,0h 58m,0,No info,3256
Philippine Airlines,2024-04-19,Iloilo (ILO),Tacloban (TAC),ILO-CEB-TAC,12:15,18:08,5h 53m,1,No info,5436
Philippine Airlines,2024-02-10,Kalibo (KLO),Tacloban (TAC),KLO-TAC,17:15,18:32,1h 17m,0,No info,4573
AirAsia Philippines,2024-04-12,Clark (CRK),Manila (MNL),CRK-MNL,17:40,18:25,0h 45m,0,No info,3196
AirAsia Philippines,2024-10-09,Davao (DVO),Puerto Princesa (PPS),DVO-PPS,06:35,07:31,0h 56m,0,No info,2407
Cebu Pacific,2024-12-20,Kalibo (KLO),Bacolod (BCD),KLO-BCD,06:30,07:23,0h 53m,0,Christmas/Rizal Day,4519
Philippine Airlines,2024-01-07,General Santos (GES),Clark (CRK),GES-CRK,20:45,21:36,0h 51m,0,No info,4058
Cebu Pacific,2024-11-04,Puerto Princesa (PPS),Legazpi (LGP),PPS-CGY-LGP,03:30,09:31,6h 1m,1,No info,3677
Philippine Airlines,2024-10-03,Cebu (CEB),Bacolod (BCD),CEB-BCD,18:30,20:04,1h 34m,0,No info,4095
Cebu Pacific,2024-07-12,Zamboanga (ZAM),Iloilo (ILO),ZAM-ILO,02:30,04:15,1h 45m,0,No info,2473
Cebu Pacific,2024-02-08,Legazpi (LGP),Iloilo (ILO),LGP-ILO,20:15,22:40,2h 25m,0,No info,2875
Cebu Pacific,2024-12-16,Legazpi (LGP),Bacolod (BCD),LGP-BCD,12:00,13:02,1h 2m,0,No info,2926
Philippine Airlines,2024-05-26,Cagayan de Oro (CGY),General Santos (GES),CGY-GES,05:25,07:52,2h 27m,0,No info,3673
Philippine Airlines,2024-04-05,Davao (DVO),Iloilo (ILO),DVO-GES-ILO,20:15,02:00 +1 day,5h 45m,1,No info,5045
AirAsia Philippines,2024-06-15,Legazpi (LGP),Tacloban (TAC),LGP-TAC,02:15,03:43,1h 28m,0,No info,2353
AirAsia Philippines,2024-06-05,Zamboanga (ZAM),Tacloban (TAC),ZAM-TAC,21:05,22:46,1h 41m,0,No info,2497
AirAsia Philippines,2024-12-09,Tacloban (TAC),Cagayan de Oro (CGY),TAC-CGY,17:30,18:24,0h 54m,0,No info,2602
Philippine Airlines,2024-05-21,Cebu (CEB),Zamboanga (ZAM),CEB-ZAM,03:50,05:18,1h 28m,0,No info,3070
AirAsia Philippines,2024-09-01,Tacloban (TAC),Clark (CRK),TAC-CRK,01:40,03:51,2h 11m,0,No info,2195
AirAsia Philippines,2024-02-22,Tacloban (TAC),Caticlan (MPH),TAC-MNL-MPH,16:15,19:49,3h 34m,1,No info,3845
Philippine Airlines,2024-03-11,Bacolod (BCD),Puerto Princesa (PPS),BCD-PPS,19:30,21:06,1h 36m,0,No info,4267
Cebu Pacific,2024-07-23,Bacolod (BCD),Manila (MNL),BCD-CGY-KLO-MNL,17:05,04:09 +1 day,11h 4m,2,No info,7047
Philippine Airlines,2024-03-26,Clark (CRK),Kalibo (KLO),CRK-KLO,06:10,07:23,1h 13m,0,No info,3874
AirAsia Philippines,2024-05-19,Iloilo (ILO),Kalibo (KLO),ILO-BCD-KLO,19:40,23:44,4h 4m,1,No info,4613
Philippine Airlines,2024-12-22,Zamboanga (ZAM),Kalibo (KLO),ZAM-KLO,12:00,13:30,1h 30m,0,Christmas/Rizal Day,6455
AirAsia Philippines,2024-04-08,Legazpi (LGP),Kalibo (KLO),LGP-KLO,11:35,13:47,2h 12m,0,Araw ng Kagitingan,2961
Cebu Pacific,2024-05-19,Bacolod (BCD),Clark (CRK),BCD-CRK,06:50,09:15,2h 25m,0,No info,3129
Cebu Pacific,2024-10-25,Davao (DVO),Puerto Princesa (PPS),DVO-PPS,14:25,15:13,0h 48m,0,No info,2764
Philippine Airlines,2024-11-27,Puerto Princesa (PPS),Tacloban (TAC),PPS-TAC,01:05,02:51,1h 46m,0,No info,3381
Cebu Pacific,2024-02-21,Clark (CRK),Zamboanga (ZAM),CRK-GES-ZAM,19:10,23:41,4h 31m,1,No info,4749
Cebu Pacific,2024-10-29,Manila (MNL),Davao (DVO),MNL-DVO,05:10,06:18,1h 8m,0,No info,2737
Philippine Airlines,2024-04-14,Davao (DVO),Clark (CRK),DVO-CRK,21:00,23:05,2h 5m,0,No info,4167
AirAsia Philippines,2024-06-03,Caticlan (MPH),Kalibo (KLO),MPH-KLO,01:10,03:26,2h 16m,0,No info,2022
Cebu Pacific,2024-01-31,Cagayan de Oro (CGY),Zamboanga (ZAM),CGY-CRK-ZAM,09:20,14:52,5h 32m,1,No info,4830
Cebu Pacific,2024-03-15,Iloilo (ILO),Clark (CRK),ILO-CRK,15:05,16:53,1h 48m,0,No info,2878
AirAsia Philippines,2024-12-18,Iloilo (ILO),Cagayan de Oro (CGY),ILO-LGP-CGY,13:35,18:18,4h 43m,1,No info,3712
Philippine Airlines,2024-06-07,Kalibo (KLO),Manila (MNL),KLO-MNL,15:50,17:53,2h 3m,0,No info,4183
Philippine Airlines,2024-09-14,Davao (DVO),Caticlan (MPH),DVO-MPH,04:20,05:30,1h 10m,0,No info,3671
AirAsia Philippines,2024-07-03,Cebu (CEB),Kalibo (KLO),CEB-KLO,02:20,03:17,0h 57m,0,No info,2130
AirAsia Philippines,2024-09-12,Iloilo (ILO),Bacolod (BCD),ILO-BCD,18:15,20:42,2h 27m,0,No info,2622
Cebu Pacific,2024-10-16,Davao (DVO),Tacloban (TAC),DVO-TAC,07:35,08:31,0h 56m,0,No info,2980
Philippine Airlines,2024-03-18,Clark (CRK),Cebu (CEB),CRK-CEB,06:05,08:26,2h 21m,0,No info,3709
Cebu Pacific,2024-12-26,Caticlan (MPH),Tacloban (TAC),MPH-TAC,19:10,21:04,1h 54m,0,Christmas/Rizal Day,4842
AirAsia Philippines,2024-11-19,Iloilo (ILO),Clark (CRK),ILO-CRK,00:50,03:01,2h 11m,0,No info,2043
Cebu Pacific,2024-09-12,Bacolod (BCD),General Santos (GES),BCD-GES,08:30,10:13,1h 43m,0,No info,2980
Cebu Pacific,2024-02-17,Davao (DVO),Puerto Princesa (PPS),DVO-PPS,17:30,19:07,1h 37m,0,No info,3552
Philippine Airlines,2024-09-30,Clark (CRK),Bacolod (BCD),CRK-BCD,22:20,23:18,0h 58m,0,No info,3673
Cebu Pacific,2024-03-22,Kalibo (KLO),Zamboanga (ZAM),KLO-CRK-ZAM,21:40,02:49 +1 day,5h 9m,1,No info,4157
Philippine Airlines,2024-08-28,Bacolod (BCD),Legazpi (LGP),BCD-LGP,10:00,11:10,1h 10m,0,National Heroes Day,4786
Cebu Pacific,2024-07-15,General Santos (GES),Davao (DVO),GES-DVO,17:20,19:15,1h 55m,0,No info,3258
Cebu Pacific,2024-06-29,Davao (DVO),Kalibo (KLO),DVO-KLO,08:40,10:55,2h 15m,0,No info,3374
Cebu Pacific,2024-06-08,Zamboanga (ZAM),Kalibo (KLO),ZAM-KLO,08:15,09:56,1h 41m,0,No info,3584
Cebu Pacific,2024-05-10,Zamboanga (ZAM),Tacloban (TAC),ZAM-GES-CEB-TAC,16:05,23:05,7h 0m,2,No info,5594
Philippine Airlines,2024-09-29,Cagayan de Oro (CGY),Manila (MNL),CGY-MNL,17:40,19:13,1h 33m,0,No info,5108
Philippine Airlines,2024-02-12,Manila (MNL),Clark (CRK),MNL-CRK,21:20,22:41,1h 21m,0,No info,4328
Cebu Pacific,2024-04-12,Kalibo (KLO),Puerto Princesa (PPS),KLO-PPS,10:25,11:41,1h 16m,0,No info,2894
Philippine Airlines,2024-08-16,Cagayan de Oro (CGY),Caticlan (MPH),CGY-MPH,21:05,21:50,0h 45m,0,No info,3984
AirAsia Philippines,2024-03-29,Bacolod (BCD),Caticlan (MPH),BCD-MPH,20:10,21:21,1h 11m,0,Holy Week,3504
AirAsia Philippines,2024-06-30,Cebu (CEB),Clark (CRK),CEB-DVO-CRK,07:55,11:07,3h 12m,1,No info,4839
Cebu Pacific,2024-10-06,Davao (DVO),Legazpi (LGP),DVO-LGP,09:30,10:43,1h 13m,0,No info,3307
AirAsia Philippines,2024-02-12,Manila (MNL),Caticlan (MPH),MNL-MPH,11:10,12:01,0h 51m,0,No info,2863
Philippine Airlines,2024-05-31,Cebu (CEB),General Santos (GES),CEB-GES,09:05,11:10,2h 5m,0,No info,4180
AirAsia Philippines,2024-04-06,Zamboanga (ZAM),Tacloban (TAC),ZAM-TAC,05:45,07:50,2h 5m,0,No info,2142
Philippine Airlines,2024-01-22,Zamboanga (ZAM),Clark (CRK),ZAM-CRK,03:55,05:14,1h 19m,0,No info,3265
Cebu Pacific,2024-11-20,Puerto Princesa (PPS),Manila (MNL),PPS-MNL,11:00,12:34,1h 34m,0,No info,3157
Cebu Pacific,2024-06-07,General Santos (GES),Cebu (CEB),GES-ILO-CEB,03:30,07:24,3h 54m,1,No info,3754
Cebu Pacific,2024-03-21,Puerto Princesa (PPS),Tacloban (TAC),PPS-TAC,11:55,12:46,0h 51m,0,No info,2905
AirAsia Philippines,2024-05-06,Iloilo (ILO),Davao (DVO),ILO-DVO,00:00,00:52,0h 52m,0,No info,2018
Cebu Pacific,2024-06-17,Iloilo (ILO),Clark (CRK),ILO-CRK,10:45,12:40,1h 55m,0,No info,2931
AirAsia Philippines,2024-06-19,Kalibo (KLO),Bacolod (BCD),KLO-BCD,00:05,01:49,1h 44m,0,No info,1988
Cebu Pacific,2024-05-27,Cebu (CEB),Cagayan de Oro (CGY),CEB-ILO-CGY,02:05,07:50,5h 45m,1,No info,3755
Cebu Pacific,2024-05-15,Kalibo (KLO),Cagayan de Oro (CGY),KLO-CGY,23:00,01:01 +1 day,2h 1m,0,No info,2870
Philippine Airlines,2024-05-25,Bacolod (BCD),Zamboanga (ZAM),BCD-ZAM,19:45,20:58,1h 13m,0,No info,4767
Philippine Airlines,2024-12-18,Manila (MNL),Tacloban (TAC),MNL-TAC,07:35,08:59,1h 24m,0,No info,4676
Cebu Pacific,2024-01-23,General Santos (GES),Tacloban (TAC),GES-TAC,01:40,03:22,1h 42m,0,No info,2471
Cebu Pacific,2024-11-02,Tacloban (TAC),Cagayan de Oro (CGY),TAC-ZAM-CGY,10:25,13:49,3h 24m,1,Undas,6701
AirAsia Philippines,2024-09-06,Zamboanga (ZAM),Bacolod (BCD),ZAM-BCD,15:00,16:10,1h 10m,0,No info,2449
Cebu Pacific,2024-01-04,Zamboanga (ZAM),Kalibo (KLO),ZAM-KLO,20:55,22:39,1h 44m,0,New Year,3871
Philippine Airlines,2024-04-08,General Santos (GES),Zamboanga (ZAM),GES-ZAM,09:45,11:20,1h 35m,0,Araw ng Kagitingan,5301
Philippine Airlines,2024-08-07,Bacolod (BCD),Kalibo (KLO),BCD-KLO,14:15,15:47,1h 32m,0,No info,3721
Cebu Pacific,2024-05-05,Davao (DVO),Cebu (CEB),DVO-CEB,03:25,05:13,1h 48m,0,No info,2715
AirAsia Philippines,2024-07-22,General Santos (GES),Cagayan de Oro (CGY),GES-CGY,00:15,02:11,1h 56m,0,No info,2079
Philippine Airlines,2024-11-09,Puerto Princesa (PPS),Kalibo (KLO),PPS-KLO,03:00,04:38,1h 38m,0,No info,3716
Philippine Airlines,2024-09-26,Clark (CRK),Cebu (CEB),CRK-CEB,00:00,01:46,1h 46m,0,No info,3343
AirAsia Philippines,2024-10-22,Manila (MNL),Puerto Princesa (PPS),MNL-PPS,19:25,20:29,1h 4m,0,No info,3323
AirAsia Philippines,2024-08-20,Bacolod (BCD),General Santos (GES),BCD-GES,11:55,13:04,1h 9m,0,No info,2312
Philippine Airlines,2024-11-14,Zamboanga (ZAM),General Santos (GES),ZAM-GES,09:10,11:21,2h 11m,0,No info,4154
Cebu Pacific,2024-12-27,Cagayan de Oro (CGY),Kalibo (KLO),CGY-PPS-KLO,11:40,15:48,4h 8m,1,Christmas/Rizal Day,6617
AirAsia Philippines,2024-12-29,Puerto Princesa (PPS),Clark (CRK),PPS-CRK,13:00,13:55,0h 55m,0,Christmas/Rizal Day,4336
AirAsia Philippines,2024-02-22,Manila (MNL),Clark (CRK),MNL-CRK,11:05,13:30,2h 25m,0,No info,2797
AirAsia Philippines,2024-06-02,Bacolod (BCD),Kalibo (KLO),BCD-GES-PPS-KLO,11:45,19:30,7h 45m,2,No info,5926
Cebu Pacific,2024-07-21,Caticlan (MPH),Tacloban (TAC),MPH-TAC,21:30,23:58,2h 28m,0,No info,2932
AirAsia Philippines,2024-09-07,Cagayan de Oro (CGY),Bacolod (BCD),CGY-BCD,01:45,02:38,0h 53m,0,No info,2247
AirAsia Philippines,2024-08-06,Davao (DVO),General Santos (GES),DVO-ILO-GES,03:40,08:26,4h 46m,1,No info,3418
Philippine Airlines,2024-07-28,Legazpi (LGP),Cebu (CEB),LGP-CEB,10:55,12:43,1h 48m,0,No info,4038
Cebu Pacific,2024-10-16,Caticlan (MPH),Manila (MNL),MPH-MNL,02:15,03:04,0h 49m,0,No info,2785
AirAsia Philippines,2024-03-02,General Santos (GES),Legazpi (LGP),GES-LGP,03:05,04:19,1h 14m,0,No info,2236
AirAsia Philippines,2024-01-22,Manila (MNL),Cagayan de Oro (CGY),MNL-CGY,22:00,23:10,1h 10m,0,No info,2913
Cebu Pacific,2024-03-06,Puerto Princesa (PPS),Iloilo (ILO),PPS-LGP-ILO,16:30,20:28,3h 58m,1,No info,4299
AirAsia Philippines,2024-08-30,Clark (CRK),Caticlan (MPH),CRK-MPH,05:10,06:45,1h 35m,0,National Heroes Day,2453
Cebu Pacific,2024-10-01,Davao (DVO),Iloilo (ILO),DVO-BCD-ILO,05:50,12:10,6h 20m,1,No info,3638
AirAsia Philippines,2024-07-17,Tacloban (TAC),Iloilo (ILO),TAC-ILO,18:20,20:31,2h 11m,0,No info,2694
Cebu Pacific,2024-04-24,Kalibo (KLO),Legazpi (LGP),KLO-LGP,17:50,18:40,0h 50m,0,No info,3249
Philippine Airlines,2024-05-07,Puerto Princesa (PPS),Iloilo (ILO),PPS-ILO,20:50,22:46,1h 56m,0,No info,3818
Cebu Pacific,2024-01-09,Zamboanga (ZAM),Iloilo (ILO),ZAM-BCD-CGY-ILO,21:25,07:44 +1 day,10h 19m,2,No info,5854
AirAsia Philippines,2024-09-10,Iloilo (ILO),Davao (DVO),ILO-DVO,06:35,08:04,1h 29m,0,No info,2457
Cebu Pacific,2024-10-17,Tacloban (TAC),Iloilo (ILO),TAC-ILO,17:45,19:49,2h 4m,0,No info,3278
Cebu Pacific,2024-08-11,Davao (DVO),Caticlan (MPH),DVO-MPH,18:40,20:09,1h 29m,0,No info,3589
Cebu Pacific,2024-07-22,Zamboanga (ZAM),Cagayan de Oro (CGY),ZAM-PPS-CGY,01:15,06:06,4h 51m,1,No info,3791
Cebu Pacific,2024-11-13,Davao (DVO),Caticlan (MPH),DVO-MPH,23:30,00:47 +1 day,1h 17m,0,No info,2939
Philippine Airlines,2024-06-28,Manila (MNL),Davao (DVO),MNL-DVO,19:05,20:17,1h 12m,0,No info,4720
AirAsia Philippines,2024-06-30,Bacolod (BCD),Caticlan (MPH),BCD-MPH,17:50,19:41,1h 51m,0,No info,2835
AirAsia Philippines,2024-07-22,Manila (MNL),Davao (DVO),MNL-DVO,12:35,13:46,1h 11m,0,No info,2900
AirAsia Philippines,2024-12-15,Manila (MNL),Tacloban (TAC),MNL-TAC,07:10,09:09,1h 59m,0,No info,3579
Cebu Pacific,2024-04-13,Cagayan de Oro (CGY),Caticlan (MPH),CGY-MPH,07:05,08:01,0h 56m,0,No info,3605
Philippine Airlines,2024-07-11,Davao (DVO),General Santos (GES),DVO-GES,16:35,17:20,0h 45m,0,No info,3888
AirAsia Philippines,2024-11-20,Caticlan (MPH),Legazpi (LGP),MPH-MNL-CEB-LGP,05:45,13:03,7h 18m,2,No info,4520
AirAsia Philippines,2024-12-18,General Santos (GES),Cebu (CEB),GES-CEB,16:00,17:59,1h 59m,0,No info,2321
AirAsia Philippines,2024-08-29,Legazpi (LGP),Manila (MNL),LGP-MNL,18:55,20:02,1h 7m,0,National Heroes Day,3918
Cebu Pacific,2024-10-03,Puerto Princesa (PPS),Cagayan de Oro (CGY),PPS-CGY,05:15,07:00,1h 45m,0,No info,2476
Cebu Pacific,2024-10-03,Puerto Princesa (PPS),Cebu (CEB),PPS-CEB,14:55,16:04,1h 9m,0,No info,2781
Philippine Airlines,2024-01-18,Cebu (CEB),Cagayan de Oro (CGY),CEB-CGY,11:55,13:39,1h 44m,0,Sinulog Festival,5362
Philippine Airlines,2024-07-09,Legazpi (LGP),Zamboanga (ZAM),LGP-DVO-ZAM,17:00,20:09,3h 9m,1,No info,6159
Cebu Pacific,2024-04-27,Manila (MNL),General Santos (GES),MNL-GES,03:00,05:21,2h 21m,0,No info,3233
Philippine Airlines,2024-06-23,Davao (DVO),Clark (CRK),DVO-CRK,23:15,00:09 +1 day,0h 54m,0,No info,4323
Cebu Pacific,2024-01-19,Manila (MNL),Davao (DVO),MNL-DVO,11:35,13:44,2h 9m,0,No info,3349
Philippine Airlines,2024-07-06,Iloilo (ILO),Clark (CRK),ILO-CRK,18:10,19:43,1h 33m,0,No info,4581
AirAsia Philippines,2024-07-08,Legazpi (LGP),Puerto Princesa (PPS),LGP-PPS,08:15,09:34,1h 19m,0,No info,2678
Philippine Airlines,2024-03-23,Tacloban (TAC),Iloilo (ILO),TAC-ILO,05:55,07:51,1h 56m,0,No info,3631
AirAsia Philippines,2024-04-20,Cagayan de Oro (CGY),Clark (CRK),CGY-CRK,12:35,13:21,0h 46m,0,No info,2562
AirAsia Philippines,2024-01-10,Puerto Princesa (PPS),General Santos (GES),PPS-CGY-GES,14:35,18:34,3h 59m,1,No info,3868
Cebu Pacific,2024-11-15,Clark (CRK),Bacolod (BCD),CRK-BCD,00:15,01:20,1h 5m,0,No info,2478
AirAsia Philippines,2024-09-26,Clark (CRK),Caticlan (MPH),CRK-LGP-MNL-MPH,17:40,01:22 +1 day,7h 42m,2,No info,6109
Cebu Pacific,2024-02-22,General Santos (GES),Kalibo (KLO),GES-KLO,12:45,13:36,0h 51m,0,No info,2806
Philippine Airlines,2024-07-19,Tacloban (TAC),Caticlan (MPH),TAC-MPH,14:05,16:35,2h 30m,0,No info,3624
Cebu Pacific,2024-12-20,Kalibo (KLO),Manila (MNL),KLO-MNL,22:40,23:44,1h 4m,0,Christmas/Rizal Day,5306
Philippine Airlines,2024-12-05,Bacolod (BCD),General Santos (GES),BCD-DVO-TAC-GES,00:30,10:09,9h 39m,2,No info,5799
AirAsia Philippines,2024-08-29,Kalibo (KLO),Cebu (CEB),KLO-CEB,01:00,02:45,1h 45m,0,National Heroes Day,2483
AirAsia Philippines,2024-02-05,Cagayan de Oro (CGY),General Santos (GES),CGY-GES,13:40,15:43,2h 3m,0,No info,2409
AirAsia Philippines,2024-01-08,Tacloban (TAC),Iloilo (ILO),TAC-KLO-ILO,08:05,14:35,6h 30m,1,No info,4308
Philippine Airlines,2024-10-11,Zamboanga (ZAM),Davao (DVO),ZAM-DVO,08:55,11:03,2h 8m,0,No info,4216
Philippine Airlines,2024-04-08,Caticlan (MPH),Cagayan de Oro (CGY),MPH-CGY,01:00,03:13,2h 13m,0,Araw ng Kagitingan,3969
Cebu Pacific,2024-09-20,Davao (DVO),Cebu (CEB),DVO-CEB,13:05,15:11,2h 6m,0,No info,2720
Cebu Pacific,2024-11-14,Kalibo (KLO),Cagayan de Oro (CGY),KLO-CGY,15:50,17:36,1h 46m,0,No info,2909
Philippine Airlines,2024-11-21,Tacloban (TAC),General Santos (GES),TAC-GES,16:40,17:55,1h 15m,0,No info,3618
Cebu Pacific,2024-11-06,Davao (DVO),Clark (CRK),DVO-TAC-CEB-CRK,16:15,23:56,7h 41m,2,No info,5642
Philippine Airlines,2024-01-29,Tacloban (TAC),Kalibo (KLO),TAC-CRK-KLO,06:50,11:11,4h 21m,1,No info,5272
Philippine Airlines,2024-07-28,Davao (DVO),Iloilo (ILO),DVO-LGP-ILO,21:20,01:54 +1 day,4h 34m,1,No info,5773
Philippine Airlines,2024-07-01,Tacloban (TAC),Zamboanga (ZAM),TAC-ZAM,00:20,01:19,0h 59m,0,No info,3390
Philippine Airlines,2024-10-29,Caticlan (MPH),Legazpi (LGP),MPH-LGP,04:40,06:31,1h 51m,0,No info,3221
Philippine Airlines,2024-05-28,Clark (CRK),Bacolod (BCD),CRK-BCD,16:20,17:37,1h 17m,0,No info,3768
Cebu Pacific,2024-05-18,Iloilo (ILO),Clark (CRK),ILO-BCD-CRK,22:30,05:03 +1 day,6h 33m,1,No info,4566
AirAsia Philippines,2024-07-27,Cagayan de Oro (CGY),Davao (DVO),CGY-DVO,03:40,05:56,2h 16m,0,No info,2193
Cebu Pacific,2024-12-02,Davao (DVO),Cebu (CEB),DVO-CEB,19:00,21:11,2h 11m,0,No info,3071
Cebu Pacific,2024-11-22,Tacloban (TAC),Zamboanga (ZAM),TAC-ZAM,09:00,11:28,2h 28m,0,No info,3201
Philippine Airlines,2024-04-08,Manila (MNL),Legazpi (LGP),MNL-LGP,04:25,06:05,1h 40m,0,Araw ng Kagitingan,4649
AirAsia Philippines,2024-03-24,Puerto Princesa (PPS),General Santos (GES),PPS-GES,08:50,10:18,1h 28m,0,No info,2982
AirAsia Philippines,2024-07-16,Davao (DVO),General Santos (GES),DVO-GES,14:00,16:06,2h 6m,0,No info,2509
Cebu Pacific,2024-09-26,Davao (DVO),Cagayan de Oro (CGY),DVO-BCD-CGY,07:15,12:10,4h 55m,1,No info,4829
Cebu Pacific,2024-04-15,Cagayan de Oro (CGY),Zamboanga (ZAM),CGY-ZAM,01:50,04:04,2h 14m,0,No info,2291
AirAsia Philippines,2024-11-16,Zamboanga (ZAM),Clark (CRK),ZAM-CRK,11:50,14:03,2h 13m,0,No info,2713
Philippine Airlines,2024-12-22,Legazpi (LGP),Puerto Princesa (PPS),LGP-PPS,11:30,12:30,1h 0m,0,Christmas/Rizal Day,6934
Cebu Pacific,2024-08-28,Iloilo (ILO),Cagayan de Oro (CGY),ILO-CGY,19:00,20:54,1h 54m,0,National Heroes Day,3837
AirAsia Philippines,2024-11-08,Puerto Princesa (PPS),Clark (CRK),PPS-ZAM-CRK,16:35,20:36,4h 1m,1,No info,4060
AirAsia Philippines,2024-01-01,General Santos (GES),Iloilo (ILO),GES-ILO,22:30,00:00 +1 day,1h 30m,0,New Year,3211
Cebu Pacific,2024-12-30,Caticlan (MPH),Iloilo (ILO),MPH-ILO,01:40,03:37,1h 57m,0,Christmas/Rizal Day,3806
Philippine Airlines,2024-02-07,Kalibo (KLO),Tacloban (TAC),KLO-TAC,22:35,23:57,1h 22m,0,No info,3884
AirAsia Philippines,2024-06-07,Cebu (CEB),Tacloban (TAC),CEB-TAC,02:30,04:14,1h 44m,0,No info,1939
AirAsia Philippines,2024-10-11,Tacloban (TAC),Bacolod (BCD),TAC-BCD,15:15,17:33,2h 18m,0,No info,2325
Philippine Airlines,2024-02-07,Cagayan de Oro (CGY),Davao (DVO),CGY-DVO,09:45,11:51,2h 6m,0,No info,4204
Philippine Airlines,2024-09-26,Cebu (CEB),Iloilo (ILO),CEB-ILO,05:35,07:08,1h 33m,0,No info,3139
Philippine Airlines,2024-07-13,Puerto Princesa (PPS),Tacloban (TAC),PPS-TAC,17:40,18:36,0h 56m,0,No info,4662
AirAsia Philippines,2024-10-10,Cebu (CEB),Bacolod (BCD),CEB-BCD,00:50,02:44,1h 54m,0,No info,2136
Cebu Pacific,2024-10-12,Tacloban (TAC),Cebu (CEB),TAC-CEB,08:30,09:50,1h 20m,0,No info,3612
AirAsia Philippines,2024-04-05,Caticlan (MPH),Bacolod (BCD),MPH-BCD,04:35,05:55,1h 20m,0,No info,2052
Cebu Pacific,2024-03-24,Tacloban (TAC),Davao (DVO),TAC-DVO,00:30,01:34,1h 4m,0,No info,2701
AirAsia Philippines,2024-10-29,Cagayan de Oro (CGY),Legazpi (LGP),CGY-LGP,07:35,10:00,2h 25m,0,No info,2575
Philippine Airlines,2024-03-11,Clark (CRK),Bacolod (BCD),CRK-BCD,18:35,19:29,0h 54m,0,No info,4066
Cebu Pacific,2024-09-12,Cagayan de Oro (CGY),Cebu (CEB),CGY-CEB,20:45,22:12,1h 27m,0,No info,2729
Cebu Pacific,2024-02-12,Puerto Princesa (PPS),Bacolod (BCD),PPS-BCD,00:15,02:13,1h 58m,0,No info,2473
Philippine Airlines,2024-07-05,Cagayan de Oro (CGY),Iloilo (ILO),CGY-ILO,01:40,03:28,1h 48m,0,No info,3175
AirAsia Philippines,2024-08-02,Tacloban (TAC),Cagayan de Oro (CGY),TAC-CGY,14:45,16:38,1h 53m,0,No info,2432
AirAsia Philippines,2024-11-24,Kalibo (KLO),Caticlan (MPH),KLO-MPH,08:35,10:10,1h 35m,0,No info,2967
Philippine Airlines,2024-06-12,General Santos (GES),Bacolod (BCD),GES-BCD,11:55,13:09,1h 14m,0,Independence Day,4770
AirAsia Philippines,2024-04-28,Clark (CRK),Iloilo (ILO),CRK-ILO,05:10,06:54,1h 44m,0,No info,2191
